customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,r_j_score,f_j_score,m_j_score,rfm_j_score,rfm_segment,rfm_j_segment,kmeans_cluster,kmeans_segment,HDBSCAN_cluster,HDBSCAN_segment
2020,43.0,7,4959.639999999999,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2021,125.0,2,90.22,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2022,13.0,5,3955.17,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
2023,13.0,10,5132.78,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,6,3,-1,6 noise
2024,29.0,6,3558.4100000000003,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2025,138.0,4,2183.55,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
2026,146.0,4,3447.44,4,4,2,442,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
2027,14.0,7,3237.25,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2028,40.0,7,3648.33,2,2,2,222,1,2,2,122,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2029,1.0,9,4156.31,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,0,5,-1,6 noise
2030,239.0,4,4622.34,4,4,1,441,4,3,2,432,3 big spenders,3 big spenders,7,4,-1,6 noise
2031,19.0,4,1998.35,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,-1,6 noise
2032,5.0,2,978.76,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2033,11.0,7,4458.72,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
2034,89.0,6,2438.2599999999998,4,2,3,423,2,2,3,223,4 almost lost,2 loyal customers,1,7,-1,6 noise
2035,127.0,4,1520.8599999999997,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2036,25.0,12,6770.240000000002,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2037,98.0,4,2941.0699999999997,4,4,2,442,2,3,3,233,3 big spenders,5 recent customers,4,6,-1,6 noise
2038,13.0,4,3207.1700000000005,1,4,2,142,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2039,199.0,5,2422.46,4,3,3,433,4,3,3,433,4 almost lost,4 almost lost,1,7,-1,6 noise
2040,96.0,2,1364.0500000000002,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,-1,6 noise
2041,80.0,6,3799.8600000000006,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
2042,11.0,3,2006.1800000000003,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,1,7,-1,6 noise
2043,139.0,5,3472.24,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
2044,5.0,5,3977.45,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2045,55.0,9,5224.6900000000005,3,1,1,311,2,1,2,212,3 big spenders,2 loyal customers,6,3,-1,6 noise
2046,33.0,9,9188.77,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,5,1,-1,6 noise
2047,279.0,1,1215.34,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2048,57.0,7,5517.210000000001,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2049,65.0,6,4162.97,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,-1,6 noise
2050,6.0,4,2099.3999999999996,1,4,3,143,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2051,51.0,6,6140.659999999999,3,2,1,321,2,2,1,221,3 big spenders,2 loyal customers,6,3,-1,6 noise
2052,58.0,9,3009.8900000000003,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,4,6,4,4 almost lost
2053,5.0,6,4941.179999999999,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2054,1.0,4,3000.7,1,4,2,142,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2055,0.0,9,5563.63,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,6,3,-1,6 noise
2056,54.0,2,1028.46,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2057,16.0,6,5006.98,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2058,120.0,7,3634.98,4,2,2,422,3,2,2,322,3 big spenders,3 big spenders,0,5,-1,6 noise
2059,170.0,4,1500.24,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2060,5.0,11,5875.14,1,1,1,111,1,1,1,111,1 best customers,1 best customers,6,3,-1,6 noise
2061,132.0,6,3867.7400000000007,4,2,2,422,3,2,2,322,3 big spenders,3 big spenders,0,5,-1,6 noise
2062,42.0,5,3465.4100000000003,2,3,2,232,1,3,3,133,3 big spenders,5 recent customers,0,5,4,4 almost lost
2063,9.0,5,1823.0,1,3,3,133,1,3,4,134,5 recent customers,5 recent customers,1,7,0,5 lost customers
2064,106.0,5,3327.0400000000004,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
2065,215.0,4,2071.89,4,4,3,443,4,3,3,433,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
2066,90.0,5,2259.2900000000004,4,3,3,433,2,3,3,233,4 almost lost,5 recent customers,1,7,-1,6 noise
2067,30.0,8,3743.8,2,1,2,212,1,2,2,122,2 loyal customers,2 loyal customers,0,5,-1,6 noise
2068,159.0,5,3933.88,4,3,2,432,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
2069,51.0,6,5879.97,3,2,1,321,2,2,1,221,3 big spenders,2 loyal customers,6,3,-1,6 noise
2070,4.0,8,4731.199999999999,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,1,2 best - high spend
2071,20.0,7,3588.04,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2072,8.0,13,4136.84,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,0,5,-1,6 noise
2073,18.0,8,2487.67,2,1,3,213,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2075,4.0,4,2302.5400000000004,1,4,3,143,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2076,19.0,8,5576.17,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,6,3,-1,6 noise
2077,227.0,3,2429.72,4,4,3,443,4,4,3,443,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2078,65.0,6,2175.54,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
2079,3.0,3,2692.83,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,4,6,4,4 almost lost
2080,162.0,6,3454.88,4,2,2,422,3,2,3,323,3 big spenders,4 almost lost,0,5,-1,6 noise
2081,11.0,5,2531.96,1,3,3,133,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2082,1.0,7,2903.17,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,-1,6 noise
2083,15.0,9,4106.379999999999,1,1,2,112,1,1,2,112,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2084,119.0,2,453.47999999999996,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2085,27.0,3,2196.3500000000004,2,4,3,243,1,4,3,143,5 recent customers,5 recent customers,1,7,4,4 almost lost
2086,98.0,3,949.5799999999999,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2087,55.0,5,1624.11,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
2088,9.0,7,3125.4399999999996,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2089,147.0,2,119.32000000000002,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2090,163.0,2,289.37,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2091,211.0,3,2764.6099999999997,4,4,3,443,4,4,3,443,7 lost cheap customers,7 lost cheap customers,4,6,-1,6 noise
2092,16.0,5,3651.0300000000007,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,4,4 almost lost
2093,60.0,6,3660.4800000000005,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2094,34.0,5,1368.3699999999997,2,3,4,234,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
2095,20.0,10,6194.3,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2096,132.0,5,4320.42,4,3,1,431,3,3,2,332,3 big spenders,3 big spenders,7,4,-1,6 noise
2097,38.0,6,4647.42,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2098,8.0,6,2293.67,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2099,63.0,7,4576.76,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
2100,18.0,5,2399.56,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2101,20.0,10,7332.6900000000005,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2102,17.0,7,3934.9900000000002,1,2,2,122,1,2,2,122,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2103,14.0,10,6752.629999999999,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
2104,80.0,8,2341.58,3,1,3,313,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
2105,23.0,5,5155.91,2,3,1,231,1,3,2,132,3 big spenders,3 big spenders,6,3,-1,6 noise
2106,3.0,4,3249.41,1,4,2,142,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2107,64.0,2,892.5,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2108,12.0,3,2077.2999999999997,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,1,7,4,4 almost lost
2109,2.0,8,5263.13,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,6,3,-1,6 noise
2110,26.0,7,2990.36,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2111,6.0,9,4790.820000000001,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,-1,6 noise
2112,2.0,4,3696.4300000000003,1,4,2,142,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2113,33.0,4,2989.6400000000003,2,4,2,242,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2114,14.0,6,2997.5600000000004,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2115,47.0,2,1168.94,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2116,105.0,4,4128.629999999999,4,4,1,441,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
2117,24.0,5,2724.75,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
2118,135.0,6,2385.07,4,2,3,423,3,2,3,323,4 almost lost,4 almost lost,1,7,-1,6 noise
2119,67.0,4,2795.32,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,4,6,4,4 almost lost
2120,2.0,8,4543.18,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,1,2 best - high spend
2121,89.0,9,4204.3,4,1,1,411,2,1,2,212,3 big spenders,2 loyal customers,7,4,-1,6 noise
2122,8.0,3,1303.1800000000003,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2123,195.0,6,2289.21,4,2,3,423,4,2,3,423,4 almost lost,4 almost lost,1,7,-1,6 noise
2124,57.0,6,3900.3199999999997,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,3,3 good - recent
2125,13.0,6,1710.28,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
2126,25.0,4,594.06,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,3,9,-1,6 noise
2127,32.0,5,1884.6200000000001,2,3,3,233,1,3,4,134,5 recent customers,5 recent customers,1,7,0,5 lost customers
2128,13.0,2,1596.3,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2129,149.0,2,873.1199999999999,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2130,1.0,8,4253.77,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,2,1 best - most recent
2131,101.0,5,964.87,4,3,4,434,2,3,4,234,4 almost lost,5 recent customers,3,9,-1,6 noise
2132,18.0,8,6401.829999999999,2,1,1,211,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2133,120.0,5,3126.8399999999992,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,4,6,-1,6 noise
2134,81.0,5,3923.5700000000006,3,3,2,332,2,3,2,232,3 big spenders,3 big spenders,0,5,-1,6 noise
2135,338.0,1,217.51,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2136,10.0,4,3917.47,1,4,2,142,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
2137,20.0,4,1433.8,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
2138,43.0,7,4736.45,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2139,60.0,5,5380.68,3,3,1,331,2,3,2,232,3 big spenders,3 big spenders,6,3,-1,6 noise
2140,98.0,8,4700.15,4,1,1,411,2,2,2,222,3 big spenders,2 loyal customers,7,4,-1,6 noise
2141,76.0,4,2611.75,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,4,6,4,4 almost lost
2142,81.0,7,5258.120000000001,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2143,27.0,4,2009.42,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,-1,6 noise
2144,67.0,8,5253.880000000001,3,1,1,311,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2145,194.0,1,299.27,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2146,50.0,2,1264.62,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2147,125.0,3,1419.5,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2148,137.0,4,2346.16,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
2149,11.0,9,5077.1,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,-1,6 noise
2150,94.0,6,2230.22,4,2,3,423,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
2151,146.0,6,7129.610000000001,4,2,1,421,3,2,1,321,3 big spenders,3 big spenders,2,2,-1,6 noise
2152,1.0,9,4281.080000000001,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,2,1 best - most recent
2153,76.0,7,4042.6899999999996,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
2154,38.0,6,4268.17,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,2,1 best - most recent
2155,19.0,11,4113.079999999999,2,1,2,212,1,1,2,112,2 loyal customers,2 loyal customers,0,5,-1,6 noise
2156,113.0,6,2495.4300000000003,4,2,3,423,3,2,3,323,4 almost lost,4 almost lost,1,7,-1,6 noise
2157,161.0,2,338.85,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2158,50.0,5,1650.6099999999997,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
2159,18.0,5,1797.6999999999998,2,3,3,233,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
2160,47.0,6,2672.77,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,4,4 almost lost
2161,52.0,5,2584.9500000000003,3,3,3,333,2,3,3,233,4 almost lost,5 recent customers,4,6,4,4 almost lost
2162,53.0,4,1779.26,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2163,70.0,4,1721.82,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2164,68.0,7,3328.51,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2165,0.0,10,6052.93,1,1,1,111,1,1,1,111,1 best customers,1 best customers,6,3,-1,6 noise
2166,58.0,6,3071.34,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
2167,144.0,6,1539.6000000000001,4,2,4,424,3,2,4,324,4 almost lost,4 almost lost,8,8,-1,6 noise
2168,2.0,3,1863.53,1,4,3,143,1,4,4,144,5 recent customers,5 recent customers,1,7,0,5 lost customers
2169,117.0,5,5712.51,4,3,1,431,3,3,1,331,3 big spenders,3 big spenders,6,3,-1,6 noise
2170,28.0,6,4828.540000000001,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2171,34.0,6,1251.33,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
2172,29.0,4,5407.15,2,4,1,241,1,3,2,132,3 big spenders,3 big spenders,6,3,-1,6 noise
2173,157.0,4,2250.33,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
2174,81.0,5,2884.7200000000003,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
2175,58.0,4,3173.9500000000003,3,4,2,342,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
2176,28.0,3,2088.0899999999997,2,4,3,243,1,4,3,143,5 recent customers,5 recent customers,1,7,4,4 almost lost
2177,98.0,5,2762.18,4,3,3,433,2,3,3,233,4 almost lost,5 recent customers,4,6,-1,6 noise
2178,77.0,4,451.6000000000001,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2179,36.0,7,3631.27,2,2,2,222,1,2,2,122,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2180,80.0,5,3527.7800000000007,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,0,5,-1,6 noise
2181,51.0,8,1765.3200000000002,3,1,4,314,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
2182,17.0,8,4766.82,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,1,2 best - high spend
2183,8.0,14,6513.300000000001,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
2184,37.0,11,7123.000000000002,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2185,136.0,7,5144.360000000001,4,2,1,421,3,2,2,322,3 big spenders,3 big spenders,6,3,-1,6 noise
2186,154.0,3,1956.3899999999999,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2187,63.0,7,5644.17,3,2,1,321,2,2,1,221,3 big spenders,2 loyal customers,6,3,-1,6 noise
2188,70.0,6,4735.32,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
2189,40.0,10,4914.08,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2190,41.0,8,6260.31,2,1,1,211,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2191,12.0,5,3823.7700000000004,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2192,42.0,4,985.7699999999999,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,3,9,0,5 lost customers
2193,54.0,4,2957.42,3,4,2,342,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
2194,42.0,8,6198.41,2,1,1,211,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2195,2.0,5,4139.25,1,3,1,131,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2196,71.0,5,985.4700000000004,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,3,9,0,5 lost customers
2197,119.0,3,378.15000000000015,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2198,25.0,3,1152.8999999999999,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2199,24.0,4,2644.0299999999997,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
2200,138.0,2,1573.1,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2201,30.0,7,6291.68,2,2,1,221,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2202,58.0,10,5090.610000000001,3,1,1,311,2,1,2,212,3 big spenders,2 loyal customers,7,4,-1,6 noise
2203,49.0,5,3469.0499999999997,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,0,5,4,4 almost lost
2204,17.0,8,3346.58,1,1,2,112,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2205,100.0,3,1781.9099999999999,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2206,58.0,4,1464.6599999999999,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2207,74.0,6,3604.1400000000003,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2208,114.0,6,2177.6800000000003,4,2,3,423,3,2,3,323,4 almost lost,4 almost lost,1,7,-1,6 noise
2209,265.0,1,445.2099999999999,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2210,27.0,9,4888.709999999999,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2211,111.0,3,753.26,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2212,41.0,6,2722.7200000000003,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2213,15.0,5,4212.469999999999,1,3,1,131,1,3,2,132,3 big spenders,3 big spenders,7,4,2,1 best - most recent
2214,27.0,5,2328.51,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2215,19.0,2,327.23,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2216,74.0,3,1644.6100000000001,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2217,22.0,7,3905.419999999999,2,2,2,222,1,2,2,122,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2218,21.0,3,2743.56,2,4,3,243,1,4,3,143,5 recent customers,5 recent customers,4,6,4,4 almost lost
2219,61.0,5,3493.0200000000004,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,0,5,4,4 almost lost
2220,85.0,4,2129.07,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2221,94.0,8,4651.26,4,1,1,411,2,2,2,222,3 big spenders,2 loyal customers,7,4,-1,6 noise
2222,59.0,6,3821.2700000000004,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,3,3 good - recent
2223,54.0,7,3538.4199999999996,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2224,287.0,3,1041.0100000000002,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2225,208.0,3,3512.1000000000004,4,4,2,442,4,4,3,443,3 big spenders,7 lost cheap customers,0,5,-1,6 noise
2226,49.0,8,3121.7000000000007,3,1,2,312,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
2227,40.0,5,2168.4000000000005,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2228,168.0,4,1425.2700000000002,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2229,21.0,4,2114.24,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2230,65.0,7,3119.5799999999995,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
2231,64.0,3,2685.1000000000004,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,4,6,4,4 almost lost
2232,59.0,6,2198.5600000000004,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
2233,63.0,7,2332.59,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
2234,57.0,6,1719.1599999999999,3,2,4,324,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
2235,80.0,6,3649.92,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
2236,1.0,3,2123.71,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,1,7,4,4 almost lost
2237,38.0,7,2501.42,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2238,141.0,3,2411.83,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2239,32.0,2,736.73,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2240,31.0,12,6128.300000000001,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,6,3,-1,6 noise
2241,17.0,4,1454.3900000000003,1,4,4,144,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
2242,170.0,3,898.8199999999999,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2243,183.0,3,1115.15,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2244,63.0,5,1796.0,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
2245,74.0,7,3320.78,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2246,99.0,4,2217.49,4,4,3,443,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2247,29.0,7,4957.3,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2248,51.0,8,3914.5,3,1,2,312,2,2,2,222,3 big spenders,2 loyal customers,0,5,3,3 good - recent
2249,112.0,5,2057.46,4,3,3,433,3,3,3,333,4 almost lost,4 almost lost,1,7,-1,6 noise
2250,124.0,3,1074.88,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2251,15.0,7,2338.45,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2252,130.0,4,1567.5700000000002,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2253,84.0,6,1783.37,3,2,4,324,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
